title,projectname,builder,price,per_sqft,area,status,place,rating
2  BHK  Apartment,,rks,4500000,"3,750 / sq ft",1200,Under Construction,Tellapur,0.0
Residential Plot,,Pradeep,1575000,"1,166 / sq ft",1350,New,Kalwakurthy,0.0
3  BHK  Villa,,avi consultancy,14200000,"7,964 / sq ft",1783,Under Construction,Velimela,0.0
3  BHK  Villa,,rks,14300000,"4,496 / sq ft",3180,Under Construction,Ramachandra Puram,0.0
2  BHK  Independent Floor,,rks,6000000,"6,000 / sq ft",1000,Ready to move,Somajiguda,0.0
3  BHK  Villa,,HPMS Pvt ltd,9500000,"5,000 / sq ft",1900,Ready to move,Rameshwaram Banda,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,5900000,"5,900 / sq ft",1000,Ready to move,SD Road,0.0
2  BHK  Apartment,,rks,8000000,"8,000 / sq ft",1000,Ready to move,Begumpet,0.0
2  BHK  Apartment,,rks,4500000,"3,750 / sq ft",1200,Under Construction,Tellapur,0.0
2  BHK  Independent House,,avi consultancy,8900000,"8,240 / sq ft",1080,Ready to move,Peeramcheru,0.0
4  BHK  Villa,,avi consultancy,12000000,"6,486 / sq ft",1850,Under Construction,Nandigama,0.0
2  BHK  Apartment,,rks,5600000,"4,307 / sq ft",1300,Under Construction,Narsingi,0.0
2  BHK  Independent House,,HPMS Pvt ltd,5000000,"6,944 / sq ft",720,Ready to move,Moghalpura,0.0
2  BHK  Apartment,,HPMS Pvt ltd,6900000,"6,272 / sq ft",1100,Ready to move,Whitefields,0.0
2  BHK  Independent House,,HPMS Pvt ltd,5000000,"6,944 / sq ft",720,Ready to move,Moghalpura,0.0
2  BHK  Apartment,,HPMS Pvt ltd,6500000,"5,909 / sq ft",1100,Ready to move,Durganagar,0.0
4  BHK  Villa,,avi consultancy,14400000,"6,198 / sq ft",2323,Under Construction,Shankarpalli,0.0
2  BHK  Villa,,rks,7500000,"4,098 / sq ft",1830,Ready to move,Sangareddy,0.0
2  BHK  Apartment,,HPMS Pvt ltd,4500000,"4,090 / sq ft",1100,Under Construction,Manchirevula,0.0
4  BHK  Villa,,rks,45000000,"11,508 / sq ft",3910,Ready to move,Mokila,0.0
2  BHK  Apartment,,rks,4900000,"4,454 / sq ft",1100,Under Construction,Khajaguda Nanakramguda Road,0.0
2  BHK  Apartment,,Ayyappa Properties,3245000,"3,245 / sq ft",1000,Ready to move,Beeramguda,0.0
3  BHK  Villa,,avi consultancy,19600000,"8,789 / sq ft",2230,Under Construction,Kollur,0.0
4  BHK  Villa,,rks,12000000,"6,315 / sq ft",1900,Under Construction,Nandigama,0.0
2  BHK  Independent Floor,,rks,6100000,"6,100 / sq ft",1000,Ready to move,Rajeev Nagar,0.0
4  BHK  Villa,,HPMS Pvt ltd,95000000,"22,352 / sq ft",4250,Under Construction,Kavuri Hills,0.0
3  BHK  Villa,,HPMS Pvt ltd,34000000,"18,888 / sq ft",1800,Under Construction,Gagillapur,0.0
2  BHK  Independent House,,HPMS Pvt ltd,8000000,"11,111 / sq ft",720,Ready to move,Dilsukh Nagar,0.0
2  BHK  Independent House,,rks,10000000,"9,259 / sq ft",1080,Ready to move,Jawahar nagar,0.0
2  BHK  Apartment,,rks,4900000,"4,454 / sq ft",1100,Under Construction,Khajaguda Nanakramguda Road,0.0
2  BHK  Independent Floor,,avi consultancy,7800000,"7,800 / sq ft",1000,Ready to move,Venkatapuram,0.0
4  BHK  Villa,,avi consultancy,52000000,"17,508 / sq ft",2970,Ready to move,Tellapur,0.0
2  BHK  Independent House,,rks,6000000,"6,666 / sq ft",900,Ready to move,Neredmet,0.0
2  BHK  Independent House,,HPMS Pvt ltd,8000000,"5,925 / sq ft",1350,Ready to move,Osman Sagar Road,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,5500000,"5,500 / sq ft",1000,Ready to move,Malakpet,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,4000000,"4,000 / sq ft",1000,Ready to move,Ramachandra Puram,0.0
2  BHK  Independent House,,HPMS Pvt ltd,8000000,"5,925 / sq ft",1350,Ready to move,Osman Sagar Road,0.0
6  BHK  Villa,,HPMS Pvt ltd,92500000,"16,517 / sq ft",5600,Ready to move,Mokila,0.0
5  BHK  Villa,,HPMS Pvt ltd,16500000,"11,000 / sq ft",1500,Ready to move,Alwal,0.0
4  BHK  Villa,,avi consultancy,34100000,"11,000 / sq ft",3100,Ready to move,Bandlaguda Jagir,0.0
4  BHK  Villa,,rks,38900000,"10,805 / sq ft",3600,Ready to move,Kollur,0.0
2  BHK  Villa,,rks,10000000,"10,000 / sq ft",1000,Ready to move,Rampally,0.0
2  BHK  Apartment,,HPMS Pvt ltd,4900000,"4,083 / sq ft",1200,Under Construction,Kokapet,0.0
2  BHK  Apartment,,HPMS Pvt ltd,5200000,"4,297 / sq ft",1210,Under Construction,Manikonda,0.0
3  BHK  Villa,,rks,14000000,"5,600 / sq ft",2500,Ready to move,Dammaiguda,0.0
3  BHK  Villa,,rks,60000000,"15,151 / sq ft",3960,Ready to move,Gopanapalli,0.0
2  BHK  Apartment,,rks,4400000,"3,384 / sq ft",1300,Under Construction,Kollur,0.0
4  BHK  Independent House,,hima bindhu,200000000,"32,873 / sq ft",6084,Ready to move,Jubilee Hills,0.0
5  BHK  Independent House,,hima bindhu,300000000,"31,578 / sq ft",9500,Ready to move,Jubilee Hills,0.0
5  BHK  Villa,,avi consultancy,64600000,"14,988 / sq ft",4310,Ready to move,Rajendra Nagar,0.0
4  BHK  Villa,,avi consultancy,27300000,"6,489 / sq ft",4207,Under Construction,Srisailam Highway,0.0
4  BHK  Villa,,rks,72000000,"17,777 / sq ft",4050,Ready to move,Tellapur,0.0
3  BHK  Villa,,rks,11000000,"8,148 / sq ft",1350,Under Construction,Patancheru,0.0
2  BHK  Independent Floor,,rks,5500000,"5,500 / sq ft",1000,Ready to move,Begum Bazar Chatri,0.0
2  BHK  Apartment,,rks,5600000,"4,307 / sq ft",1300,Under Construction,Narsingi,0.0
3  BHK  Villa,,HPMS Pvt ltd,26500000,"10,192 / sq ft",2600,Under Construction,Mokila,0.0
6  BHK  Villa,,HPMS Pvt ltd,56000000,"9,333 / sq ft",6000,Ready to move,Marredpally,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,5800000,"5,800 / sq ft",1000,Ready to move,Vijaya Nagar Colony,0.0
2  BHK  Apartment,,HPMS Pvt ltd,6900000,"6,272 / sq ft",1100,Ready to move,Whitefields,0.0
2  BHK  Apartment,,rks,5600000,"4,307 / sq ft",1300,Under Construction,Narsingi,0.0
2  BHK  Apartment,,rks,4400000,"3,384 / sq ft",1300,Under Construction,Kollur,0.0
2  BHK  Apartment,,rks,5400000,"4,500 / sq ft",1200,Under Construction,financial District,0.0
2  BHK  Independent Floor,,avi consultancy,6500000,"6,500 / sq ft",1000,Ready to move,Santoshnagar,0.0
2  BHK  Independent House,,avi consultancy,7000000,"7,777 / sq ft",900,Ready to move,Gudimalkapur,0.0
3  BHK  Villa,,avi consultancy,12000000,"8,888 / sq ft",1350,Under Construction,Patancheru,0.0
2  BHK  Independent Floor,,rks,5100000,"5,100 / sq ft",1000,Ready to move,Janapriya Nagar,0.0
2  BHK  Independent House,,HPMS Pvt ltd,6000000,"5,555 / sq ft",1080,Ready to move,Domalguda,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,6900000,"6,900 / sq ft",1000,Ready to move,Khairatabad Road,0.0
2  BHK  Apartment,,HPMS Pvt ltd,2800000,"2,545 / sq ft",1100,Under Construction,Bhanur,0.0
2  BHK  Independent House,,HPMS Pvt ltd,6000000,"5,555 / sq ft",1080,Ready to move,Domalguda,0.0
2  BHK  Independent House,,HPMS Pvt ltd,6000000,"6,666 / sq ft",900,Ready to move,Warasiguda,0.0
6  BHK  Villa,,HPMS Pvt ltd,19000000,"4,750 / sq ft",4000,Ready to move,Saleem Nagar,0.0
3  BHK  Villa,,avi consultancy,20700000,"8,682 / sq ft",2384,Under Construction,Mokila,0.0
3  BHK  Villa,,avi consultancy,10800000,"5,980 / sq ft",1806,Under Construction,Yapral,0.0
5  BHK  Villa,,rks,21000000,"3,500 / sq ft",6000,Under Construction,Patancheru,0.0
4  BHK  Villa,,rks,16000000,"7,032 / sq ft",2275,Under Construction,Bowrampet,0.0
2  BHK  Apartment,,HPMS Pvt ltd,4900000,"4,083 / sq ft",1200,Under Construction,Neknampur,0.0
2  BHK  Apartment,,HPMS Pvt ltd,5200000,"4,297 / sq ft",1210,Under Construction,Puppalaguda,0.0
3  BHK  Villa,,HPMS Pvt ltd,33000000,"13,200 / sq ft",2500,Ready to move,Nallagandla Road,0.0
5  BHK  Villa,,HPMS Pvt ltd,63000000,"18,421 / sq ft",3420,Ready to move,Jubilee Hills,0.0
2  BHK  Apartment,,rks,5400000,"4,500 / sq ft",1200,Under Construction,financial District,0.0
2  BHK  Apartment,,rks,5200000,"4,000 / sq ft",1300,Under Construction,Gachibowli,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5000000,"4,032 / sq ft",1240,Under Construction,Isnapur,0.0
2  BHK  Apartment,,PSR Global Infra Projects,4950000,"4,008 / sq ft",1235,Under Construction,Isnapur,0.0
3  BHK  Villa,,avi consultancy,30900000,"7,974 / sq ft",3875,Under Construction,Medchal,0.0
4  BHK  Villa,,avi consultancy,32700000,"9,996 / sq ft",3271,Ready to move,Appa Junction,0.0
4  BHK  Villa,,rks,76500000,"17,000 / sq ft",4500,Ready to move,Kokapet,0.0
3  BHK  Villa,,rks,21200000,"5,047 / sq ft",4200,Under Construction,Mokila,0.0
2  BHK  Independent House,,rks,6000000,"6,666 / sq ft",900,Ready to move,Neredmet,0.0
2  BHK  Independent Floor,,rks,5100000,"5,100 / sq ft",1000,Ready to move,Janapriya Nagar,0.0
3  BHK  Villa,,rks,22300000,"5,978 / sq ft",3730,Under Construction,Shamirpet,0.0
4  BHK  Villa,,rks,36900000,"18,636 / sq ft",1980,Under Construction,Kollur,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,5500000,"5,500 / sq ft",1000,Ready to move,Malakpet,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,4000000,"4,000 / sq ft",1000,Ready to move,Ramachandra Puram,0.0
2  BHK  Apartment,,rks,6500000,"6,500 / sq ft",1000,Ready to move,Marredpally,0.0
2  BHK  Apartment,,rks,5200000,"4,000 / sq ft",1300,Under Construction,Gachibowli,0.0
2  BHK  Apartment,,rks,4400000,"3,636 / sq ft",1210,Under Construction,Nanakramguda,0.0
2  BHK  Independent Floor,,avi consultancy,6000000,"6,000 / sq ft",1000,Ready to move,Nallakunta,0.0
2  BHK  Independent Floor,,avi consultancy,6800000,"6,800 / sq ft",1000,Ready to move,Alkapur township,0.0
3  BHK  Villa,,avi consultancy,15500000,"5,535 / sq ft",2800,Under Construction,Mokila,0.0
2  BHK  Independent Floor,,rks,5400000,"5,400 / sq ft",1000,Ready to move,Nampally,0.0
2  BHK  Apartment,,rks,4900000,"4,900 / sq ft",1000,Ready to move,Janachaitanya Colony,0.0
2  BHK  Independent House,,HPMS Pvt ltd,6000000,"6,666 / sq ft",900,Ready to move,Warasiguda,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,5000000,"5,000 / sq ft",1000,Ready to move,Bachupally,0.0
2  BHK  Independent House,,HPMS Pvt ltd,12000000,"6,666 / sq ft",1800,Ready to move,Narsingi,0.0
4  BHK  Villa,,HPMS Pvt ltd,60000000,"10,714 / sq ft",5600,Ready to move,Kompally,0.0
3  BHK  Villa,,HPMS Pvt ltd,22799999,"13,411 / sq ft",1700,Under Construction,Kollur,0.0
3  BHK  Villa,,avi consultancy,30900000,"7,974 / sq ft",3875,Under Construction,Medchal,0.0
4  BHK  Villa,,rks,14500000,"9,062 / sq ft",1600,Under Construction,Mokila,0.0
3  BHK  Villa,,rks,20500000,"9,111 / sq ft",2250,Under Construction,Pati,0.0
2  BHK  Apartment,,HPMS Pvt ltd,4900000,"3,769 / sq ft",1300,Under Construction,Narsingi,0.0
2  BHK  Apartment,,PSR Global Infra Projects,3400000,"3,269 / sq ft",1040,Ready to move,Adibatla,0.0
4  BHK  Villa,,HPMS Pvt ltd,66200000,"17,421 / sq ft",3800,Ready to move,Narsingi,0.0
3  BHK  Villa,,rks,27000000,"10,416 / sq ft",2592,Ready to move,Kukatpally,0.0
2  BHK  Apartment,,rks,4400000,"3,636 / sq ft",1210,Under Construction,Nanakramguda,0.0
2  BHK  Apartment,,rks,4900000,"4,260 / sq ft",1150,Under Construction,Manchirevula,0.0
3  BHK  Villa,,PSR Global Infra Projects,7500000,"3,333 / sq ft",2250,Under Construction,Sangareddy,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5900000,"5,130 / sq ft",1150,Under Construction,Bachupally,0.0
3  BHK  Villa,,avi consultancy,20700000,"8,682 / sq ft",2384,Under Construction,Mokila,0.0
4  BHK  Villa,,avi consultancy,14300000,"4,496 / sq ft",3180,Under Construction,Tukkuguda,0.0
3  BHK  Villa,,HPMS Pvt ltd,14500000,"5,800 / sq ft",2500,Under Construction,Dullapally,0.0
3  BHK  Villa,,HPMS Pvt ltd,15300000,"6,375 / sq ft",2400,Under Construction,Hayathnagar,0.0
2  BHK  Independent Floor,,rks,5400000,"5,400 / sq ft",1000,Ready to move,Nampally,0.0
2  BHK  Apartment,,rks,4900000,"4,900 / sq ft",1000,Ready to move,Janachaitanya Colony,0.0
4  BHK  Villa,,rks,32599999,"8,326 / sq ft",3915,Under Construction,Tellapur,0.0
4  BHK  Villa,,rks,33900000,"10,995 / sq ft",3083,Ready to move,Bandlaguda Jagir,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,6900000,"6,900 / sq ft",1000,Ready to move,Khairatabad Road,0.0
2  BHK  Apartment,,HPMS Pvt ltd,2800000,"2,545 / sq ft",1100,Under Construction,Bhanur,0.0
2  BHK  Independent House,,rks,7000000,"7,777 / sq ft",900,Ready to move,Venkat Reddy Colony,0.0
2  BHK  Apartment,,rks,3900000,"3,900 / sq ft",1000,Ready to move,Hastinapuram,0.0
2  BHK  Apartment,,rks,4900000,"4,260 / sq ft",1150,Under Construction,Manchirevula,0.0
2  BHK  Apartment,,rks,5000000,"4,166 / sq ft",1200,Under Construction,Kokapet,0.0
2  BHK  Apartment,,avi consultancy,9800000,"8,909 / sq ft",1100,Ready to move,Shaikpet,0.0
2  BHK  Independent House,,avi consultancy,6500000,"6,018 / sq ft",1080,Ready to move,Shanti Nagar,0.0
4  BHK  Villa,,avi consultancy,27200000,"10,074 / sq ft",2700,Under Construction,Srisailam Highway,0.0
4  BHK  Villa,,avi consultancy,17400000,"7,981 / sq ft",2180,Under Construction,Velimela,0.0
2  BHK  Independent Floor,,rks,5900000,"5,900 / sq ft",1000,Ready to move,General Bazar,0.0
2  BHK  Apartment,,rks,6500000,"6,500 / sq ft",1000,Ready to move,Whisper Valley,0.0
2  BHK  Independent House,,HPMS Pvt ltd,12000000,"6,666 / sq ft",1800,Ready to move,Narsingi,0.0
2  BHK  Independent House,,HPMS Pvt ltd,8000000,"7,407 / sq ft",1080,Ready to move,Abids,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,5400000,"5,400 / sq ft",1000,Ready to move,Maruthi Nagar,0.0
2  BHK  Independent House,,HPMS Pvt ltd,8000000,"7,407 / sq ft",1080,Ready to move,Abids,0.0
2  BHK  Independent House,,HPMS Pvt ltd,6000000,"6,666 / sq ft",900,Ready to move,Ramanthapur,0.0
3  BHK  Apartment,,PSR Global Infra Projects,9459000,"5,044 / sq ft",1875,Ready to move,Mokila,0.0
3  BHK  Villa,,avi consultancy,9370000,"5,856 / sq ft",1600,Under Construction,Isnapur,0.0
3  BHK  Apartment,,PSR Global Infra Projects,7225000,"4,501 / sq ft",1605,Under Construction,Bowrampet,0.0
4  BHK  Villa,,rks,17500000,"4,088 / sq ft",4280,Under Construction,Lakdaram,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5400000,"4,500 / sq ft",1200,Under Construction,Bachupally,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5000000,"3,891 / sq ft",1285,Ready to move,ECIL,0.0
2  BHK  Apartment,,PSR Global Infra Projects,4800000,"5,052 / sq ft",950,Ready to move,Attapur,0.0
2  BHK  Apartment,,rks,5000000,"4,166 / sq ft",1200,Under Construction,Kokapet,0.0
2  BHK  Apartment,,rks,4900000,"4,083 / sq ft",1200,Under Construction,Manikonda,0.0
3  BHK  Villa,,avi consultancy,8690000,"5,397 / sq ft",1610,Under Construction,Rampally,0.0
3  BHK  Villa,,avi consultancy,8500000,"4,189 / sq ft",2029,Under Construction,Isnapur,0.0
3  BHK  Villa,,HPMS Pvt ltd,10100000,"4,891 / sq ft",2065,Under Construction,Beeramguda,0.0
3  BHK  Villa,,HPMS Pvt ltd,11500000,"5,227 / sq ft",2200,Under Construction,Kollur,0.0
2  BHK  Independent Floor,,rks,5900000,"5,900 / sq ft",1000,Ready to move,General Bazar,0.0
2  BHK  Apartment,,rks,6500000,"6,500 / sq ft",1000,Ready to move,Whisper Valley,0.0
3  BHK  Villa,,rks,18300000,"6,471 / sq ft",2828,Under Construction,Tukkuguda,0.0
3  BHK  Villa,,rks,18300000,"6,256 / sq ft",2925,Under Construction,Srisailam Highway,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,5000000,"5,000 / sq ft",1000,Ready to move,Bachupally,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,5400000,"5,400 / sq ft",1000,Ready to move,Maruthi Nagar,0.0
2  BHK  Apartment,,rks,5000000,"5,000 / sq ft",1000,Ready to move,Mansoorabad,0.0
2  BHK  Independent Floor,,rks,5900000,"5,900 / sq ft",1000,Ready to move,Lallaguda,0.0
2  BHK  Apartment,,rks,4900000,"4,083 / sq ft",1200,Under Construction,Manikonda,0.0
2  BHK  Apartment,,rks,4900000,"3,798 / sq ft",1290,Under Construction,Neknampur,0.0
2  BHK  Independent Floor,,avi consultancy,4900000,"3,769 / sq ft",1300,Ready to move,Saroornagar,0.0
2  BHK  Apartment,,avi consultancy,6900000,"6,900 / sq ft",1000,Ready to move,Jagadgiri Gutta,0.0
3  BHK  Villa,,avi consultancy,18700000,"6,631 / sq ft",2820,Under Construction,Tukkuguda,0.0
4  BHK  Villa,,HPMS Pvt ltd,7500000,"3,000 / sq ft",2500,Under Construction,Chevella,0.0
2  BHK  Independent Floor,,rks,5900000,"5,900 / sq ft",1000,Ready to move,Santoshnagar,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,6000000,"6,000 / sq ft",1000,Ready to move,raidurgam,0.0
2  BHK  Independent House,,HPMS Pvt ltd,6000000,"6,666 / sq ft",900,Ready to move,Ramanthapur,0.0
2  BHK  Apartment,,HPMS Pvt ltd,2900000,"2,636 / sq ft",1100,Under Construction,Patancheru,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,6800000,"6,800 / sq ft",1000,Ready to move,Chilakalguda,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,6500000,"6,500 / sq ft",1000,Ready to move,Vikrampuri,0.0
2  BHK  Apartment,,HPMS Pvt ltd,2900000,"2,636 / sq ft",1100,Under Construction,Patancheru,0.0
3  BHK  Independent House,,HPMS Pvt ltd,10000000,"6,172 / sq ft",1620,Ready to move,Balkampet,0.0
3  BHK  Apartment,,PSR Global Infra Projects,8334999,"5,091 / sq ft",1637,Ready to move,Mokila,0.0
3  BHK  Apartment,,PSR Global Infra Projects,7952000,"5,110 / sq ft",1556,Ready to move,Mokila,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5350000,"4,495 / sq ft",1190,Under Construction,Bowrampet,0.0
3  BHK  Apartment,,PSR Global Infra Projects,9459000,"5,044 / sq ft",1875,Ready to move,Mokila,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5000000,"4,166 / sq ft",1200,Under Construction,Kondapur,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5300000,"4,453 / sq ft",1190,Under Construction,Bowrampet,0.0
2  BHK  Apartment,,PSR Global Infra Projects,9197000,"6,500 / sq ft",1415,Ready to move,Mehdipatnam,0.0
2  BHK  Apartment,,rks,4900000,"3,798 / sq ft",1290,Under Construction,Neknampur,0.0
2  BHK  Apartment,,rks,4900000,"4,083 / sq ft",1200,Under Construction,Puppalaguda,0.0
3  BHK  Villa,,avi consultancy,40199999,"10,980 / sq ft",3661,Ready to move,Kismatpur,0.0
5  BHK  Villa,,HPMS Pvt ltd,28600000,"6,992 / sq ft",4090,Under Construction,Mokila,0.0
2  BHK  Independent Floor,,rks,5900000,"5,900 / sq ft",1000,Ready to move,Santoshnagar,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,6000000,"6,000 / sq ft",1000,Ready to move,raidurgam,0.0
4  BHK  Villa,,rks,64500000,"17,996 / sq ft",3584,Under Construction,Kondapur,0.0
4  BHK  Villa,,rks,19500000,"7,988 / sq ft",2441,Under Construction,Beeramguda,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,6800000,"6,800 / sq ft",1000,Ready to move,Chilakalguda,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,6500000,"6,500 / sq ft",1000,Ready to move,Vikrampuri,0.0
2  BHK  Independent Floor,,rks,6000000,"6,000 / sq ft",1000,Ready to move,Yellareddy Guda,0.0
2  BHK  Apartment,,rks,4900000,"4,083 / sq ft",1200,Under Construction,Puppalaguda,0.0
2  BHK  Apartment,,rks,5200000,"4,160 / sq ft",1250,Under Construction,Narsingi,0.0
2  BHK  Apartment,,avi consultancy,7800000,"7,800 / sq ft",1000,Ready to move,Madhura Nagar,0.0
3  BHK  Villa,,HPMS Pvt ltd,15000000,"7,500 / sq ft",2000,Under Construction,Rameshwaram Banda,0.0
3  BHK  Villa,,HPMS Pvt ltd,15300000,"6,375 / sq ft",2400,Under Construction,Hayathnagar,0.0
2  BHK  Independent House,,HPMS Pvt ltd,6500000,"4,814 / sq ft",1350,Ready to move,Appa Junction,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,6000000,"6,000 / sq ft",1000,Ready to move,Venkatraya Nagar,0.0
3  BHK  Independent House,,HPMS Pvt ltd,10000000,"6,172 / sq ft",1620,Ready to move,Balkampet,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,6500000,"6,500 / sq ft",1000,Ready to move,Gangaputra Nagar,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,8900000,"8,090 / sq ft",1100,Ready to move,Sri Nagar Colony,0.0
2  BHK  Independent House,,HPMS Pvt ltd,7000000,"5,185 / sq ft",1350,Ready to move,Langer House,0.0
2  BHK  Apartment,,HPMS Pvt ltd,5400000,"5,400 / sq ft",1000,Ready to move,Uppal Kalan,0.0
2  BHK  Apartment,,PSR Global Infra Projects,6429000,"5,038 / sq ft",1276,Ready to move,Mokila,0.0
3  BHK  Apartment,,PSR Global Infra Projects,8334999,"5,091 / sq ft",1637,Ready to move,Mokila,0.0
3  BHK  Apartment,,PSR Global Infra Projects,7200000,"4,485 / sq ft",1605,Under Construction,Bowrampet,0.0
2  BHK  Independent Floor,,avi consultancy,4500000,"6,428 / sq ft",700,Ready to move,Old Malakpet,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,6500000,"6,500 / sq ft",1000,Ready to move,Gangaputra Nagar,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,8900000,"8,090 / sq ft",1100,Ready to move,Sri Nagar Colony,0.0
2  BHK  Independent Floor,,rks,5900000,"5,900 / sq ft",1000,Ready to move,Langer House,0.0
2  BHK  Apartment,,HPMS Pvt ltd,3500000,"2,916 / sq ft",1200,Under Construction,Gajularamaram,0.0
2  BHK  Apartment,,HPMS Pvt ltd,4500000,"3,461 / sq ft",1300,Under Construction,Chandanagar,0.0
2  BHK  Apartment,,avi consultancy,7800000,"7,800 / sq ft",1000,Ready to move,Rambagh Colony,0.0
2  BHK  Apartment,,avi consultancy,6900000,"6,900 / sq ft",1000,Ready to move,Gandhi Nagar,0.0
4  BHK  Villa,,HPMS Pvt ltd,91800000,"17,653 / sq ft",5200,Under Construction,Rajendra Nagar,0.0
3  BHK  Villa,,HPMS Pvt ltd,5500000,"3,928 / sq ft",1400,Under Construction,Rudraram,0.0
2  BHK  Apartment,,HPMS Pvt ltd,5600000,"4,307 / sq ft",1300,Under Construction,Narsingi,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,4900000,"4,900 / sq ft",1000,Ready to move,Hafiz Baba Nagar,0.0
2  BHK  Independent House,,HPMS Pvt ltd,7000000,"5,185 / sq ft",1350,Ready to move,Langer House,0.0
2  BHK  Apartment,,HPMS Pvt ltd,5400000,"5,400 / sq ft",1000,Ready to move,Uppal Kalan,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5250000,"4,929 / sq ft",1065,Under Construction,Ameenpur,0.0
5  BHK  Villa,,HPMS Pvt ltd,16500000,"11,000 / sq ft",1500,Ready to move,Alwal,0.0
2  BHK  Apartment,,PSR Global Infra Projects,6368000,"5,041 / sq ft",1263,Ready to move,Mokila,0.0
3  BHK  Apartment,,PSR Global Infra Projects,8175000,"4,671 / sq ft",1750,Under Construction,Bachupally,0.0
2  BHK  Apartment,,avi consultancy,7800000,"8,666 / sq ft",900,Ready to move,Srinagar Colony Road,0.0
2  BHK  Independent Floor,,avi consultancy,4800000,"6,000 / sq ft",800,Ready to move,Balanagar,0.0
3  BHK  Villa,,avi consultancy,8900000,"3,560 / sq ft",2500,Under Construction,Tukkuguda,0.0
